Title,Abstract,ArticleURL,Year,Cites,Authors,SELECTED
4.12 The importance of memory for mathematical reasoning,"… progress in using large language models for mathem… large language models with the ability to process book-length data, which we improves the performance of large language models …",https://d-nb.info/1365185591/34#page=20,,0,M Rabe,
Let's reward step by step: Step-Level reward model as the Navigators for Reasoning,"… Consequently, we propose a Heuristic Greedy search algorithm for large language models … Our ultimate goal is to enhance the model’s mathematical reasoning ability, not to increase …",https://arxiv.org/abs/2310.10080,2023,61,"Q Ma, H Zhou, T Liu, J Yuan, P Liu, Y You…",
A mixed policy to improve performance of language models on math problems,… Cobbe et al. released the multi-step mathematical reasoning dataset GSM8K [1] and trained verifiers to … Another large language models (LLMs) called Minerva [2] was proposed to solve …,https://arxiv.org/abs/2307.08767,2023,0,G Chen,
Toolformer: Language models can teach themselves to use tools,"… Large language models achieve impressive zero and few-shot results on a variety of natural … of LAMA and various benchmarks requiring mathematical reasoning. For LAMA, Toolformer …",https://proceedings.neurips.cc/paper_files/paper/2023/hash/d842425e4bf79ba039352da0f658a906-Abstract-Conference.html,2023,2179,"T Schick, J Dwivedi-Yu, R Dessì…",
Input reconstruction attack against vertical federated large language models,"… With the advent of ChatGPT [14], large language models (LLMs) have drawn much attention … , text summarization, and even mathematical reasoning. However, in real applications, …",https://arxiv.org/abs/2311.07585,2023,5,F Zheng,
Teal: Tokenize and embed all for multi-modal large language models,"… We also test with complex questions requiring mathematical reasoning or common sense knowledge, and the model is able to give the right responses. These results show that TEAL …",https://arxiv.org/abs/2311.04589,2023,12,"Z Yang, Y Zhang, F Meng, J Zhou",
PolicyGPT: Automated analysis of privacy policies with large language models,"… mathematical reasoning tasks. Therefore, we have chosen PaLM as our baseline model. … It outperforms open-source large language models in most benchmarks and can even surpass …",https://arxiv.org/abs/2309.10238,2023,39,"C Tang, Z Liu, C Ma, Z Wu, Y Li, W Liu, D Zhu…",
Seeking neural nuggets: Knowledge transfer in large language models from a parametric perspective,"… This is likely due to the unique and intricate challenges associated with mathematical reasoning. Additionally, parameters sourced from the LIMA dataset demonstrate remarkable …",https://arxiv.org/abs/2310.11451,2023,3,"M Zhong, C An, W Chen, J Han, P He",
Notes on a Path to AI Assistance in Mathematical Reasoning,… Mathematics workshop on “AI to Assist Mathematical Reasoning” in June 2023. The goal is … Large language models (LLMs) trained on natural language alone will not reason reliably at …,https://arxiv.org/abs/2310.02896,2023,0,A Kontorovich,
Text-to-sql empowered by large language models: A benchmark evaluation,"… Very recently, open-source LLMs are constantly expanding and show remarkable advancement in programming, mathematical reasoning, and text generation tasks. However, previous …",https://arxiv.org/abs/2308.15363,2023,434,"D Gao, H Wang, Y Li, X Sun, Y Qian, B Ding…",
Mathprompter: Mathematical reasoning using large language models (2023),,,2023,12,"S Imani, L Du, H Shrivastava",
MiniChain: A small library for coding with large language models,"… Large language models have trouble with computing mathematical equations due to the limitations of fixed depth transformer models. For example, at the time of this writing asking …",https://aclanthology.org/2023.emnlp-demo.27/,2023,6,AM Rush,
Uhgeval: Benchmarking the hallucination of chinese large language models via unconstrained generation,"… Secondly, the dataset creation process is flexible, allowing for dataset expansion into English and broader domains, such as mathematical reasoning and programming codes. Thirdly, a …",https://arxiv.org/abs/2311.15296,2023,42,"X Liang, S Song, S Niu, Z Li, F Xiong, B Tang…",
Knowledge distillation of llm for education,"… distillation (KD) of fine-tuned Large Language Models (LLMs) into smaller, more efficient, … to science questions and three mathematical reasoning datasets with student-written …",https://openreview.net/forum?id=QRY9VtpT0W,2023,33,"E Latif, L Fang, P Ma, X Zhai",
"AI, Large Language Models and University Education",… • Visual inputs • Steerability • Significantly reduced hallucinations • Improved safety and alignment • Improved mathematical reasoning • Strong performance in many languages. …,https://www.i-aida.org/wp-content/uploads/2023/09/AI-Large-Language-Models-and-Un-Educat-v1.0.pdf,,0,"D Psarras, Z Sotireli, I Valsamara, I Pitas",
Getting more out of mixture of language model reasoning experts,"… While recent large language models (LLMs) improve on various question answering (QA) … Mathematical reasoning: mathematical and logical computations, such as math word prob…",https://arxiv.org/abs/2305.14628,2023,35,"C Si, W Shi, C Zhao, L Zettlemoyer…",
Loogle: Can long-context language models understand long contexts?,"… contextual information and also involves a degree of mathematical reasoning ability. … Additionally, participants were prohibited from employing large language models and tools like …",https://arxiv.org/abs/2311.04939,2023,159,"J Li, M Wang, Z Zheng, M Zhang",
Fine-tuning language models for context-specific sql query generation,"… fine-tuning open-source large language models (LLMs) for the … Large language models, like GPT-4[12], and PaLM-2[13], … advances in programming, mathematical reasoning, and text …",https://arxiv.org/abs/2312.02251,2023,6,A Rebei,
Skymath: Technical report,"… Large language models (LLMs) have shown great potential to solve varieties of natural language processing (NLP) tasks, including mathematical reasoning. In … mathematical reasoning …",https://arxiv.org/abs/2310.16713,2023,4,"L Yang, H Yang, W Cheng, L Lin, C Li, Y Chen…",
Controlling large language model-based agents for large-scale decision-making: An actor-critic approach,"… multi-agent systems based on Large Language Models. Building upon the commonsense … Notably, it exhibits exceptional capabilities in long-term planning, mathematical reasoning …",https://arxiv.org/abs/2311.13884,2023,40,"B Zhang, H Mao, J Ruan, Y Wen, Y Li, S Zhang…",
Analyzing the competitive mathematical problem-solving skills of ChatGPT,… (2023) compared three LLMs (large language models); The two publicly available versions of … of chatgpt in mathematical reasoning and problem solving: Evidence from the Vietnamese …,https://ieeexplore.ieee.org/abstract/document/10452659/,2023,4,"RR Teegavarapu, H Sanghvi",
Efficiently measuring the cognitive ability of llms: An adaptive testing perspective,"… In recent months, large language models (LLMs) have subverted people’s perception of … Mathematical reasoning of LLM still has a long way to go. Mathematical reasoning ability is an …",https://openreview.net/forum?id=s6X3s3rBPW,2023,58,"Y Zhuang, Q Liu, Y Ning, W Huang, R Lv, Z Huang…",
Large language models and mathematics higher education,… need to be explicitly taught to critically evaluate statements from large language models. … existence of large language models. ➢ Assessments where large language models should not …,http://talmo.uk/2023/slides/ardito.pdf,2023,0,CG Ardito,
Exchange-of-thought: Enhancing large language model capabilities through cross-model communication,… Large Language Models (LLMs) have recently made significant strides in complex … with a series of strong baselines on mathematical reasoning tasks. The best results are highlighted in …,https://arxiv.org/abs/2312.01823,2023,80,"Z Yin, Q Sun, C Chang, Q Guo, J Dai, X Huang…",
Certified deductive reasoning with language models,… Many other recent works have integrated LLMs and interactive theorem provers in the context of formal mathematical reasoning. Recent work on autoformalization has shown that LLMs …,https://arxiv.org/abs/2306.04031,2023,37,"G Poesia, K Gandhi, E Zelikman…",
Prompting large language models for malicious webpage detection,"… for malicious webpage detection by leveraging Large Language Models (LLMs). Unlike existing … Chang, “A survey of deep learning for mathematical reasoning,” ArXiv preprint, vol. abs/…",https://ieeexplore.ieee.org/abstract/document/10348229/,2023,20,"L Li, B Gong",
Peering through preferences: Unraveling feedback acquisition for aligning large language models,"… on open-ended response domains, our findings on the impact of different feedback collection methods may differ in more application specific domains such as mathematical reasoning …",https://arxiv.org/abs/2308.15812,2023,28,"H Bansal, J Dang, A Grover",
Math-shepherd: Verify and reinforce llms step-by-step without human annotations,"… Large language models (LLMs) have demonstrated … Except for directly improving and eliciting the mathematical reasoning … a PRM for mathematical reasoning without human annotation, …",https://arxiv.org/abs/2312.08935,2023,438,"P Wang, L Li, Z Shao, RX Xu, D Dai, Y Li…",
A practical survey on zero-shot prompt design for in-context learning,… In-context learning enables large language models to … reasoning capabilities of large language models via prompt … improves performance on mathematical reasoning. The authors also …,https://arxiv.org/abs/2309.13205,2023,71,Y Li,
Chain-of-experts: When llms meet complex operations research problems,"… Large language models (LLMs) have emerged as powerful techniques for various NLP tasks, such as mathematical reasoning and plan generation. In this paper, we study automatic …",https://openreview.net/forum?id=HobyL1B9CZ,2023,81,"Z Xiao, D Zhang, Y Wu, L Xu, YJ Wang…",
